headline	lead_paragraph	web_url
H. H. Brookins, Influential A.M.E. Bishop, Dies at 86	The Rev. H. H. Brookins, a retired bishop in the African Methodist Episcopal Church whose role as a civil rights leader and a political kingmaker was clouded by accusations of financial chicanery, died on Tuesday at his home in Los Angeles. He was 86. Michael Ellison-Lewis, a spokesman for the church, announced the death.	http://www.nytimes.com/2012/05/26/us/h-h-brookins-ame-bishop-and-civil-rights-mentor-dies-at-86.html
Wesley Brown, 85, Pioneer As Black Naval Graduate	Wesley A. Brown, a retired Navy lieutenant commander who endured intense racial hazing to become the first black graduate of the United States Naval Academy, died Tuesday in Silver Spring, Md. He was 85. The cause was cancer, said his wife, Crystal.	http://www.nytimes.com/2012/05/25/us/wesley-brown-first-black-naval-graduate-dies-at-85.html
Hal Jackson, 96, New York Broadcaster Who Broke Racial Barriers in Radio, Dies	Hal Jackson, a veteran broadcaster who broke down racial barriers, becoming one of the first black disc jockeys to reach a large white audience and an omnipresent voice on New York City radio for more than 50 years, died on Wednesday in Manhattan. He was 96. His death was announced by WBLS (107.5 FM), the New York station where he continued to host a weekly program until a few weeks before his death.	http://www.nytimes.com/2012/05/25/nyregion/hal-jackson-pioneer-in-radio-and-racial-progress-dies-at-96.html
Jean Pakter, 101, Women's Health Advocate	Dr. Jean Pakter, a former health official who made New York City a national model for providing safe, legal abortions and led an innovative effort to educate women about the benefits of birth control, prenatal nutrition and breast-feeding, died on Tuesday in Manhattan. She was 101. Her death was confirmed by her daughter, Dr. Ellen B. Mendelson.	http://www.nytimes.com/2012/05/24/nyregion/jean-pakter-womens-health-advocate-in-new-york-dies-at-101.html
Katie Beckett, 34; Inspired Shift on Care	Katie Beckett, who was 3 years old and had been hospitalized almost since birth when President Ronald Reagan invoked her case as an example of irrational federal regulation in 1981 -- a crucial moment in the movement toward government support for home health care -- died on Friday in Cedar Rapids, Iowa, in the hospital where she was born. She was 34, more than three times the age her doctors had predicted she would reach. The cause was a digestive disorder not related to the brain inflammation that led to her lifelong respiratory difficulties, her mother, Julie Beckett, said.	http://www.nytimes.com/2012/05/23/us/katie-beckett-who-inspired-health-reform-dies-at-34.html
A Brazen Kidnapping	Ed Ray, who was hailed as a hero in 1976 for leading 26 children to safety after they were kidnapped and buried below ground, died on May 17.	http://www.nytimes.com/slideshow/2012/05/18/obituaries/20120519_RAY.html
Ed Ray, 91, Bus Driver During Kidnapping	Ed Ray, the California school bus driver who was hailed as a hero in 1976 for leading 26 children to safety after they were kidnapped and buried below ground in a truck trailer, died on Thursday at a nursing home in Chowchilla, Calif. He was 91. His death was confirmed by his granddaughter Susan Ray.	http://www.nytimes.com/2012/05/19/us/ed-ray-bus-driver-who-helped-save-kidnapped-children-dies-at-91.html
Chuck Brown, 75, Godfather of Go-Go	Chuck Brown, who became a local hero in Washington for creating go-go music -- a strutting funk variant that is the city's signature dance genre -- and kept the beat going for decades, died on Wednesday in Baltimore. He was 75. The cause was multiple organ failure as a result of sepsis, Tom Goldfogle, his manager, said.	http://www.nytimes.com/2012/05/18/arts/music/chuck-brown-godfather-of-go-go-dies-at-75.html
Everett Lilly, 87, Bluegrass Singer and Player	Everett Lilly, who was largely credited, along with his brother Burt and their band mates Don Stover and Tex Logan, with introducing bluegrass music to New England, died on Tuesday at his home in Clear Creek, W.Va. He was 87. Mr. Lilly had been found to have an aneurysm and probably died of a heart attack, his son Daniel said.	http://query.nytimes.com/gst/fullpage.html?res=940DE5D6123DF934A25756C0A9649D8B63
Joyce Redman, 96, Fiery, Versatile Actress	Joyce Redman, a distinguished Irish-born actress widely acclaimed for her intelligent stage presence in Shakespearean drama and French comedy, though probably best known to American audiences for her silent improvisation with a lobster, an oyster, a pear and Albert Finney in the exuberantly lascivious eating scene in the 1963 film ''Tom Jones,'' died on Wednesday in Kent, England. She was 96. Her son, the actor Crispin Redman, told the BBC that Ms. Redman died of pneumonia after a brief illness.	http://query.nytimes.com/gst/fullpage.html?res=990DEEDC153DF936A25756C0A9649D8B63
E. J. Potter, 71, 'Michigan Madman' of Racing	E. J. Potter, a k a the Michigan Madman, a legend of the American drag strip who earned his nickname riding 170 miles per hour on a motorcycle he fitted with a Chevy V-8, and who later went nearly 200 m.p.h. on a three-wheel bike powered by a jet engine, died on April 30 in Ithaca, Mich. He was 71. The cause was complications of Alzheimer's disease, his daughter, Alison Tiihonen, said.	http://query.nytimes.com/gst/fullpage.html?res=990DE4DD153DF936A25756C0A9649D8B63
Louis H. Pollak, Civil Rights Advocate and Federal Judge, Dies at 89	Louis H. Pollak, a federal judge and former dean of two prestigious law schools who played a significant role in major civil rights cases before the Supreme Court, including the landmark Brown v. Board of Education desegregation case, died on Tuesday at his home in Philadelphia. He was 89. The cause was congestive heart failure, his wife, Katherine, said.	http://query.nytimes.com/gst/fullpage.html?res=9504E0D8153DF930A25756C0A9649D8B63
Mort Lindsey, 89, Pianist And Versatile Bandleader	Mort Lindsey, who led Merv Griffin's television orchestra, accompanied Barbra Streisand on the piano in Central Park and played with Judy Garland in her celebrated comeback concert at Carnegie Hall, died on May 4 at his home in Malibu, Calif. He was 89. The cause was complications of a broken hip, his son Steve said.	http://query.nytimes.com/gst/fullpage.html?res=9C0CE5DF113AF932A25756C0A9649D8B63
Bob Stewart, Inventor of Game Shows, Is Dead at 91	Bob Stewart, a television producer with a penchant for transforming the seemingly mundane into blockbuster game shows like ''The Price Is Right'' and ''To Tell the Truth,'' died on Friday in Los Angeles. He was 91. The cause was respiratory failure, his son Sande Stewart said.	http://query.nytimes.com/gst/fullpage.html?res=950CE1D7153AF93BA35756C0A9649D8B63
George Lindsey, a k a Goober, Dies at 83	George Lindsey, the Alabama-born actor and comedian best known for playing the good-natured if none-too-bright gas station attendant Goober on three television series, died on Sunday in Nashville. He was 83. His death was announced by the Marshall Donnelly Combs Funeral Home in Nashville. Mr. Lindsey had been in poor health after a stroke in March.	http://query.nytimes.com/gst/fullpage.html?res=9904E0DE173AF934A35756C0A9649D8B63
Margie Stewart, 92, WWII Pinup Girl With Wholesome Air	For American troops in World War II, Margie Stewart was the girl they'd left behind. For the Army, she was a wholesome pinup girl who had an important message for the boys. The Army made a dozen posters of her, and ultimately printed 94 million copies. Most pictured a handwritten letter at the poster's forefront. ''Please get there and back,'' was the message on some posters. ''Be careful what you say or write.''	http://www.nytimes.com/2012/05/07/us/margie-stewart-world-war-ii-pinup-girl-dies-at-92.html
Floyd D. Hall, 96, Headed Eastern Airlines	Floyd D. Hall, a former airline pilot who rose to chairman and chief executive of Eastern Airlines in the mid-1960s but who was unable to stem the financial difficulties that eventually led to the company's demise, died on April 26 at a nursing home in Woodstock, Vt. He was 96. His daughter, Nancy Morton, confirmed his death.	http://query.nytimes.com/gst/fullpage.html?res=9A00E5D9103BF936A35756C0A9649D8B63
Bob Smith, 78, Inventor of Improved Ski Goggles	As an orthodontist, Bob Smith knew how to correct a problem. And as an avid skier who tackled the mountains near his home in Alta, Utah, he recognized something in 1964 that needed fixing: ski goggles. The primitive goggles then in use were prone to condensation and fogging. So Dr. Smith and his wife, Jean, sat down at their kitchen table and began tinkering.	http://query.nytimes.com/gst/fullpage.html?res=9405E5DC1F38F930A35756C0A9649D8B63
Greg Jackson, 60; Ran a Haven in Brooklyn	Greg Jackson, a former professional basketball player who turned a Brooklyn recreation center into a hive of productive activity in one of New York's most troubled neighborhoods, died on Tuesday in Brooklyn. He was 60. Mr. Jackson, the longtime manager of the Brownsville Recreation Center, apparently had a heart attack during a parks department meeting in the borough and died at New York Methodist Hospital, the department said.	http://www.nytimes.com/2012/05/03/nyregion/greg-jackson-brooklyn-youth-mentor-dies-at-60.html
Moscelyne Larkin, 87, a Founder of Tulsa Ballet	Moscelyne Larkin, one of five dancers termed the American Indian ballerinas of Oklahoma and a co-founder of the Tulsa Ballet, died on Wednesday in a nursing home in Tulsa, Okla. She was 87. Her death was announced by Katie Selvidge, Tulsa Ballet's community relations coordinator.	http://query.nytimes.com/gst/fullpage.html?res=9C00E0DB1138F933A05757C0A9649D8B63
Fred Hakim, 83, Times Sq. Hot-Dog Vendor	Fred Hakim's family owned a hole-in-the-wall hot-dog counter in Times Square that was the last of its kind when New York decided to revitalize the area in the 1990s by condemning dozens of establishments like it. It was a seven-seat, 250-square-foot piece of Edward Hopper streetscape at 229-31 West 42nd Street, which Mr. Hakim's father had opened in 1941 and wryly named the Grand Luncheonette. Mr. Hakim (pronounced HAY-kim) tried to keep the place open as a sort of living museum of the golden age of hawkers and honky-tonks in Times Square. But the city had other ideas, and after a two-year fight, he was evicted on Oct. 19, 1997.	http://www.nytimes.com/2012/05/01/nyregion/fred-hakim-times-square-hot-dog-vendor-dies-at-83.html
Robert Miles Parker, 72, an Artist of Cities	Robert Miles Parker, an artist and preservationist whose pen-and-ink drawings of urban landscapes displayed a whimsical delight in storefronts, apartment buildings, houses and theaters, died on April 17 at his home on the Upper West Side of Manhattan, a neighborhood where he could often be found working at a makeshift drawing board in a lawn chair on the sidewalk with a pet Norfolk terrier on a leash sitting patiently beside him. He was 72. His partner, David Van Leer, said the cause was undetermined, adding that Mr. Parker had been treated for numerous ailments since he learned he had AIDS more than two decades ago.	http://query.nytimes.com/gst/fullpage.html?res=9A01E6DC1238F933A05757C0A9649D8B63
Hugo Fiorato, 97, Conductor at City Ballet	Hugo Fiorato, a former child prodigy who became the conductor of the New York City Ballet and one of its most enduring influences, died on Monday in Boston. He was 97. His death was confirmed by his stepson Jonathan Scott.	http://query.nytimes.com/gst/fullpage.html?res=9E03EEDE1538F93AA15757C0A9649D8B63
George Cowan, 92, Dies; Helped Guide Nuclear Era	George Cowan, a chemist who helped build the first atomic bomb, detect the first Soviet nuclear explosion and test the first hydrogen bomb, died on Friday at his home in Los Alamos, N.M. He was 92. The Santa Fe Institute, a scientific research center that Dr. Cowan headed and helped found, announced the death.	http://query.nytimes.com/gst/fullpage.html?res=9B05E6DE1138F935A15757C0A9649D8B63
Valeri Vasiliev, 62, Soviet Hockey Mainstay	Valeri Vasiliev, the top defenseman with the great Soviet hockey teams of the 1970s and '80s, died on Thursday in Moscow. He was 62. The cause was heart failure, kidney failure and pneumonia, his wife, Tatania, told the Russian daily Sovetsky Sport. Vasiliev was a mainstay of the Soviet national team when it won Olympic gold medals in 1972 and '76 and eight International Ice Hockey Federation World Championships between 1970 and '82.	http://query.nytimes.com/gst/fullpage.html?res=9806EFD81539F937A15757C0A9649D8B63
Bernard Rapoport, 94, Liberal Texas Donor	Bernard Rapoport, the founder of an insurance company who became a linchpin of the beleaguered community of Texas liberals, died on April 5 in Waco, Tex. He was 94. His death was confirmed by his granddaughter Abby Rapoport.	http://query.nytimes.com/gst/fullpage.html?res=9A00E6D71539F937A15757C0A9649D8B63
Charles Colson, Nixon's Political Enforcer, Dies at 80	Charles W. Colson, who as a political saboteur for President Richard M. Nixon masterminded some of the dirty tricks that led to the president's downfall, then emerged from prison to become an important evangelical leader, saying he had been ''born again,'' died on Saturday in Falls Church, Va. He was 80. The cause was complications of a brain hemorrhage, according to Prison Fellowship Ministries, which Mr. Colson founded in Lansdowne, Va. He lived in Leesburg, Va., and Naples, Fla.	http://query.nytimes.com/gst/fullpage.html?res=9C0DE3D91539F930A15757C0A9649D8B63
Dick Clark Dies at 82	Dick Clark, the television host of “American Bandstand,” did much to advance the influence of teenagers and rock ’n’ roll on American culture.	http://www.nytimes.com/slideshow/2012/04/18/obituaries/20120419_CLARK_HTML.html
Murray Rose, 73, 'All-Australian Boy,' Dies	Murray Rose, who won four Olympic gold medals in swimming for Australia, becoming one of his nation's most celebrated athletes before going to Hollywood to try his hand in the movies, died Sunday in Sydney, Australia. He was 73. The cause was leukemia, said Swimming Australia, the sport's national governing body.	http://query.nytimes.com/gst/fullpage.html?res=940DE2D81630F935A25757C0A9649D8B63
Jane Taylor, 79, Bassoonist And Founder Of a Quintet	Jane Taylor, the founding bassoonist of the Dorian Wind Quintet, one of the premier ensembles to involve that uneasy alliance of flute, oboe, clarinet, French horn and bassoon, died on Sunday in Manhattan. She was 79. The cause was a heart attack, said her sister, Beatrice Asken.	http://query.nytimes.com/gst/fullpage.html?res=9807EEDD1031F936A25757C0A9649D8B63
Raymond Aubrac, Leader and Symbol Of the French Resistance, Is Dead at 97	Raymond Aubrac, who took that nom de guerre as a storied leader of the resistance effort in Nazi-occupied France during World War II, died on Tuesday in a military hospital in Paris. He was 97. His daughter Catherine announced the death.	http://query.nytimes.com/gst/fullpage.html?res=9C04E6DB1231F930A25757C0A9649D8B63
Barney McKenna, 72, Dubliners' Banjo Man	Barney McKenna, whose racing, raucous and often lyrically haunting banjo playing helped propel the Irish folk band the Dubliners to fame, died on Thursday at his home in Dublin. The last of the original members of the band, he was 72. Michael Howard, a classical guitarist who was with Mr. McKenna when he died, told Irish and British newspapers that they were at the kitchen table when Mr. McKenna seemed to have ''nodded off.''	http://query.nytimes.com/gst/fullpage.html?res=9D06E1D71731F931A25757C0A9649D8B63
Roger Furst, 78, an Outfitter For Northeast Adventurers	Roger Furst, one of two fishing buddies who founded the Eastern Mountain Sports retail chain, which has equipped thousands of people to trek deep into the mountains, ski in the backcountry or scale a peak, died on March 16 in Sherman, Tex., a day after his 78th birthday. His death was confirmed by his son Jason, who did not specify a cause.	http://www.nytimes.com/2012/04/09/business/roger-furst-a-founder-of-eastern-mountain-sports-dies-at-78.html
Last Word: Mike Wallace	Mike Wallace, the tough-guy interrogator of “60 Minutes,” was the personification of 20th-century television news. He made his name confronting the famous and infamous on camera.	http://www.nytimes.com/video/obituaries/1194826917764/last-word-mike-wallace.html
Mike Wallace, 1918-2012	Mike Wallace became one of the nation’s best-known broadcast journalists as an interrogator of the famous and infamous on “60 Minutes.”	http://www.nytimes.com/slideshow/2012/04/08/obituaries/09wallace-ss.html
Thomas Kinkade, Artist to Mass Market, Dies at 54	Thomas Kinkade, the prolific painter of bucolic and idealized scenes who estimated that his mass-produced works hung in one out of 20 American homes, died on Friday at his home in Los Gatos, Calif. He was 54. He appeared to have died of natural causes, according to a statement that his family issued to The San Jose Mercury News.	http://query.nytimes.com/gst/fullpage.html?res=9B05E7DE113EF93BA35757C0A9649D8B63
Bill Jenkins, 81, Drag Racing Innovator	Bill Jenkins, an influential and revered figure in drag racing who helped lift the sport from the streets to the professional track while introducing a host of technical innovations, died on Thursday in Paoli, Pa. He was 81. The cause was heart failure, his daughter Susan Jenkins said.	http://query.nytimes.com/gst/fullpage.html?res=9803E5DE123EF936A35757C0A9649D8B63
Paul S. Boyer, 78, Historian; Studied A-Bomb and Witches	Paul S. Boyer, an intellectual historian who wrote groundbreaking studies of the Salem witch trials, the history of apocalyptic movements and the response of the American public to the nuclear annihilation of Hiroshima and Nagasaki, Japan, died on March 17 in Madison, Wis. He was 78. The cause was cancer, said his wife, Ann.	http://query.nytimes.com/gst/fullpage.html?res=9A04E1DC133FF931A35757C0A9649D8B63
Earl Scruggs, Bluegrass Pioneer, Dies at 88	Earl Scruggs, the bluegrass banjo player whose hard-driving picking style influenced generations of musicians and helped shape the sound of 20th-century country music with his guitar-strumming partner, Lester Flatt, died on Wednesday in a Nashville hospital. He was 88. His son Gary confirmed the death.	http://query.nytimes.com/gst/fullpage.html?res=9901EEDD153FF93AA15750C0A9649D8B63
'Rituals of Radical Credence'	Hilton Kramer took on the artistic legacy of the 1960s and '70s in an essay in The New York Times on Dec. 13, 1981. He began it this way:	http://query.nytimes.com/gst/fullpage.html?res=9E02E1DB103CF93BA15750C0A9649D8B63
Marina Salye, 77, Politician Who Tried to Prosecute Putin	MOSCOW -- Marina Salye, a Russian politician and former Soviet dissident who in the early 1990s led a thwarted inquiry into corruption in the office of Vladimir V. Putin, then a little-known deputy to the mayor of St. Petersburg, died on Wednesday in Ozero, Russia. She was 77. The cause was a heart attack, said a friend and colleague, Tatyana S. Dorutino.	http://query.nytimes.com/gst/fullpage.html?res=950DE4DE123CF934A15750C0A9649D8B63
Lincoln Hall, 56; Rescued on Mount Everest	Lincoln Hall, an Australian mountaineer who in May 2006 was rescued on Mount Everest after being left for dead and surviving a night alone at more than 28,000 feet, died on Tuesday in Sydney. He was 56. His death was announced on the Web site of the Australian Himalayan Foundation, which supports improvements in education, health care and conservation in the Himalayan region. Mr. Hall had helped found it. Australian newspapers said he died of mesothelioma, which was attributed to childhood exposure to asbestos.	http://query.nytimes.com/gst/fullpage.html?res=9F07E6DA1F3DF935A15750C0A9649D8B63
Samuel Glazer, Dies at 89; Helped Create Mr. Coffee	Samuel Glazer, a co-founder of the company that gave the world Mr. Coffee, one of the first and most popular automatic drip coffee makers to appear on American kitchen counters, died on March 12 in Cleveland. He was 89. The cause was complications of leukemia, his wife, Jeanne, said.	http://query.nytimes.com/gst/fullpage.html?res=9B03E0DE123DF930A15750C0A9649D8B63
Gloria Sachs, 85, Designer for Career Women	Gloria Sachs, a fashion designer who tapped into a growing market of women seeking understated elegance in clothes as they rose to new heights in the workplace in the 1970s and '80s, died on Monday, March 12 at her home in Manhattan. She was 85. Her daughter, Nancy Sachs, confirmed her death.	http://query.nytimes.com/gst/fullpage.html?res=9A02EFDC133AF932A15750C0A9649D8B63
Jean Giraud, Comics Artist Known as Moebius, Dies at 73	Jean Giraud, a French comic-book artist whose dark, intricately drawn fantasy worlds exerted a profound influence on graphic novels worldwide and on American science fiction films like ''Alien,'' ''Tron'' ''The Fifth Element,'' and ''Avatar,'' died on Saturday at his home outside Paris. He was 73. The cause was cancer, according to a statement by his publisher, Éditions Dargaud.	http://query.nytimes.com/gst/fullpage.html?res=980DE7DE103BF93AA25750C0A9649D8B63
Peter Novick, 77, Author of Holocaust Book	Peter Novick, a history professor at the University of Chicago who stirred controversy in 1999 with a book contending that the legacy of the Holocaust had come to unduly dominate American Jewish identity, died on Feb. 17 at his home in Chicago. He was 77. The cause was lung cancer, his wife, Joan, said.	http://query.nytimes.com/gst/fullpage.html?res=9D01E6D7143BF93AA25750C0A9649D8B63
Ethel Winter, 87, Martha Graham Dancer	Ethel Winter, who brought natural lyricism and startling passion to the Martha Graham Dance Company as a leading dancer there from the 1940s through the '60s, and who mentored hundreds of students at the Juilliard School, at the Graham school and abroad, died on March 10 in Manhattan. She was 87. Her death was confirmed by her son, David Hyman.	http://query.nytimes.com/gst/fullpage.html?res=9807E3DD123AF93AA25750C0A9649D8B63
Ruth Barcan Marcus, 90, Acclaimed Philosopher of Logic	Ruth Barcan Marcus, a philosopher esteemed for her advances in logic, a traditionally male-dominated subset of a traditionally male-dominated field, died on Feb. 19 at her home in New Haven. She was 90. Her death was announced by Yale University, from which she retired in 1992 as the Reuben Post Halleck professor of philosophy.	http://query.nytimes.com/gst/fullpage.html?res=9803E3D61F3BF93BA25750C0A9649D8B63
Noble Fleming, 92, Arbiter of Tea Taste	Noble Fleming, who for nearly 50 years sipped and sniffed from teaspoons and fine china cups to ensure the quality of tea for millions of Americans, died on Feb. 24 at a nursing home in Saint-Vaast-la-Hougue, France. He was 92. His daughter, Anne Fleming-Smith, confirmed his death.	http://query.nytimes.com/gst/fullpage.html?res=950DE0DC1E3BF93BA25750C0A9649D8B63
Jay McMullen, 90, Investigative Journalist	Jay McMullen, whose career as an investigative journalist for CBS News included early uses of hidden cameras and undercover reporting, died Saturday at a hospice in Greenwich, Conn. He was 90. His death was confirmed by his family.	http://query.nytimes.com/gst/fullpage.html?res=9B0CE1DF163BF934A25750C0A9649D8B63
Donald F. Smith, 79, Champion of Cabaret	Donald F. Smith, a champion of high-style cabaret who founded both the Mabel Mercer Foundation and the New York Cabaret Convention, died on Tuesday in Manhattan. He was 79. The cause was congestive heart failure, said Rick Meadows, the foundation's director and Mr. Smith's longtime assistant.	http://query.nytimes.com/gst/fullpage.html?res=980DE0D7133BF936A25750C0A9649D8B63
Minoru Mori, 77, Shaper of Tokyo's Skyline	TOKYO -- Minoru Mori, a developer who helped shape Tokyo's skyline with towering buildings and then turned his attention to China, died on Thursday in Tokyo. He was 77. The cause was heart failure, officials of his company, Mori Building, said. Taking over a successful real estate business from his father in 1993, Mr. Mori built some of Tokyo's most prominent developments.	http://query.nytimes.com/gst/fullpage.html?res=9903E5D8133BF936A25750C0A9649D8B63
Norman St. John-Stevas, 82, Tory Dissident	LONDON -- Norman St. John-Stevas, a Conservative politician who coupled a dandified manner with keen intellectual and aesthetic sensibilities, and who presented a ready target for Prime Minister Margaret Thatcher when she began culling left-leaning Tory dissidents from her cabinet in the early 1980s, died on March 2 at his home here. He was 82. His death followed a short illness, his family said.	http://query.nytimes.com/gst/fullpage.html?res=9E05E1DF1E38F930A25750C0A9649D8B63
Frisner Augustin, 63, Haitian Voodoo Drummer	Frisner Augustin, a Haitian vodou master drummer whose deep knowledge of traditional rhythms and leadership of the Brooklyn-based Troupe Makandal made him a major force in preserving and popularizing his Afro-Haitian heritage, died on Feb. 28 in Port-au-Prince, Haiti. He was 63. The cause was a brain hemorrhage, said La Troupe Makandal's executive director, Lois Wilcken.	http://query.nytimes.com/gst/fullpage.html?res=9500E0D91E38F930A25750C0A9649D8B63
Sheldon Moldoff, 91, Artist in Golden Era of Comic Books	Sheldon Moldoff, who drew some of the most recognizable superheroes of comic books' golden age without receiving recognition in his own right until decades later, died on Feb. 29 near his home in Lauderhill, Fla. He was 91. The cause was complications of kidney failure, his daughter, Ellen Moldoff Stein, said.	http://query.nytimes.com/gst/fullpage.html?res=940DE7D71538F931A25750C0A9649D8B63
Leonard Joy, 81, Longtime U.S. Public Defender in New York	Leonard F. Joy, who for more than two decades led New York's federal public defender's office, which represented some of the city's most infamous criminals, died on Sunday at his home in Carmel, Calif. He was 81. The cause was hemolytic anemia, a blood disorder, his daughter, Elizabeth, said.	http://query.nytimes.com/gst/fullpage.html?res=9503EFD81238F931A25750C0A9649D8B63
Andrij Dobriansky, 81, Who Sang At the Met More Than 900 Times	Andrij Dobriansky, a bass who sang more than 900 performances with the Metropolitan Opera, died on Feb. 1 in Manhattan. He was 81. The cause was complications of diabetes and a heart condition, according to his family, which did not make news of the death widely known until this week.	http://query.nytimes.com/gst/fullpage.html?res=9F02E2D91538F932A25750C0A9649D8B63
James Trager Is Dead at 86; Brought Facts to the Masses	In 1898, as history students learn, the battleship Maine blew up in Havana's harbor, but that was also the year the Bayer Company offered a new opiate cough medicine called Heroin, and the year the Kellogg brothers introduced cornflakes, which were so unpopular at first they grew stale on grocers' shelves. Thank James Trager for making these historical nuggets readily available to the reading public. They're part of his 1,206-page book ''The People's Chronology: A Year-by-Year Record of Human Events from Prehistory to the Present,'' published in 1979. For each year he discussed, he divided events into categories like literature, crime and everyday life.	http://query.nytimes.com/gst/fullpage.html?res=9F01E1DC1339F932A25750C0A9649D8B63
Sol Schiff, 94, Known as Mr. Table Tennis	Sol Schiff, whose rocketing, flat forehand propelled him to national and world table tennis championships in the 1930s when he was still in his teens, and who later earned the unofficial title ''Mr. Table Tennis'' as an ardent advocate for his sport, died Feb. 26 in Brooklyn. He was 94. His nephew Allan Hoberman confirmed his death.	http://query.nytimes.com/gst/fullpage.html?res=9B01E1DD1339F93AA35750C0A9649D8B63
Florence Wolfson Howitt, 96; Gained Fame for Her Diary	Florence Wolfson Howitt, whose lifelong dream of recognition as a writer eluded her until she was in her 90s, when the diary she had kept as a teenager was found in a Dumpster and became the subject of a newspaper article and a widely publicized book, died on Tuesday at her home in Pompano Beach, Fla. She was 96. Her daughter Valerie Fischel confirmed her death.	http://query.nytimes.com/gst/fullpage.html?res=9C04EED81538F93BA35750C0A9649D8B63
Alex Webster, Former Giants Star, Dies at 80	Alex Webster, a powerful running back who helped propel the Giants to six division titles and a National Football League championship in the late 1950s and early '60s and later became their coach for five seasons, died Saturday in Port St. Lucie, Fla. He was 80. The cause was lung cancer and emphysema, said his daughter, Debbie Moberg.	http://query.nytimes.com/gst/fullpage.html?res=9907E7DE1239F936A35750C0A9649D8B63
Robert R. McElroy, 84; Captured the Fleeting Art 'Happenings'	Robert R. McElroy, a photographer who documented the evanescent when he snapped hundreds of images of the Happenings art movement, a free-spirited blend of art and performance in the late 1950s and early '60s, died on Feb. 22 at an assisted-living center in White Plains. He was 84. The cause was Alzheimer's disease, his wife, Evelyn, said.	http://query.nytimes.com/gst/fullpage.html?res=9B03EFDC1F30F937A35750C0A9649D8B63
Joe Thompson Dies at 93; Nurtured Black String Band	''I got the name of being a pretty good fiddle player,'' Joe Thompson once said. ''I even been to Carnegie Hall playing fiddle.'' He also played at the Kennedy Center in Washington and at folk festivals from coast to coast, including one at the Smithsonian. The National Endowment for the Arts awarded him a National Heritage Fellowship. And he is credited with helping to keep alive an African-American musical tradition -- the black string band -- that predates the blues and influenced country music and bluegrass.	http://query.nytimes.com/gst/fullpage.html?res=9C01E5DA1F30F937A35750C0A9649D8B63
Erwin Frankel, 76; Brought World Music to the United States	Erwin Frankel, a radio host and concert promoter who broadened the American cultural palette by introducing audiences to Andean pan flute music, the whirling dervishes of Turkey, and the notion of belly dancing as an art form fit for Carnegie Hall, died on Feb. 18 in New York City. He was 76. The cause was complications of a series of strokes, his son Gideon said.	http://query.nytimes.com/gst/fullpage.html?res=9804E2DC1F30F937A35750C0A9649D8B63
Dr. Tina Strobos Dies at 91; Harbored Jews in Her Attic	Dr. Tina Strobos, a fearless woman who hid more than 100 Jews in a gabled attic in Nazi-occupied Amsterdam just a few blocks from the hideout where Anne Frank was captured, died on Monday at her home in Rye, N.Y. She was 91. The cause was cancer, said her son Jur Strobos. The ethos of rescuing the imperiled was something Dr. Strobos absorbed from her parents -- socialist atheists who took in Belgian refugees during World War I and hid German and Austrian refugees before World War II. Her actions as a young medical student were recognized as extraordinary by Holocaust organizations like Yad Vashem, which listed her with other rescuers as one of the Righteous Among the Nations.	http://query.nytimes.com/gst/fullpage.html?res=9B0DE0DF1F30F931A35750C0A9649D8B63
Terri Dial, 62, Executive at Citi and Wells Fargo	Terri Dial, who climbed the ranks of Wells Fargo from bank teller to senior executive before being tapped to revamp Citigroup's consumer banking business during the financial crisis, died on Tuesday in Miami. She was 62. The cause was pancreatic cancer, said Karen Kaplowitz, a friend. Ms. Dial, who lived in San Francisco; Napa, Calif., and Miami, died in a hospice.	http://query.nytimes.com/gst/fullpage.html?res=9A03E3D81230F931A35750C0A9649D8B63
Red Holloway, 84, Swinger of the Sax	Red Holloway, a tenor and alto saxophonist who took his bluesy Chicago sound to Europe, South America and Japan and played with music royalty like Billie Holliday, B. B. King, and Muddy Waters, died on Saturday in Morro Bay, Calif. He was 84. The cause was complications of kidney failure, his manager, Linda Knipe, said.	http://query.nytimes.com/gst/fullpage.html?res=9800E7DD1F30F931A35750C0A9649D8B63
Harry Callahan’s Portraits of Eleanor Callahan	Eleanor Callahan, who died Feb. 28 at age 95, was the subject of many of her husband’s most famous photographs, which have been compared to Alfred Stieglitz’s portraits of Georgia O’Keeffe.	http://www.nytimes.com/slideshow/2012/02/29/obituaries/eleanor-callahan-photos.html
Neil Hope, 35, Teenage Actor Whose Life Unraveled	Neil Hope grew up in the 1980s before an audience of millions as a star in a pair of gritty Canadian television dramas, ''Degrassi Junior High'' and its sequel, ''Degrassi High.'' The shows were cultural touchstones in Canada and cult favorites in the United States, where they anticipated teenage docudramas like MTV's ''Real World'' and soaps like ''Beverly Hills, 90210.'' Mr. Hope had few secrets left after his five years in the role of the troubled teenage character Derek (Wheels) Wheeler. The show's producers admitted all along that the story of Wheels, a boy who stumbles through misfortunes before drifting into alcoholism, drew broadly on the life of Mr. Hope, who never had formal acting training.	http://query.nytimes.com/gst/fullpage.html?res=9C03EEDF1F31F93BA15751C0A9649D8B63
Elizabeth Connell, 65, Opera Singer	LONDON (AP) -- Elizabeth Connell, a South African-born opera singer who won acclaim internationally in roles by Wagner, Strauss, Beethoven and others, died on Saturday in London. She was 65. Her management company, Helmut Fischer Artists International, said the cause was cancer.	/data/daily/2012/02/23/733172.sgml
